layer,sae_feat_name,sae_feat_code,sae_feat_idx,moran_i,moran_p_sim
GB-l15,saef016894,016894,16894,0.10163165921510796,0.001
GB-l15,saef017201,017201,17201,0.04964725061527876,0.001
GB-l15,saef017210,017210,17210,0.018642890083630945,0.001
GB-l15,saef017550,017550,17550,0.041477264642416904,0.001
GB-l15,saef017587,017587,17587,0.1231396258691147,0.001
GB-l15,saef017835,017835,17835,0.251282912609426,0.001
GB-l15,saef017940,017940,17940,0.013180855541815847,0.017
GB-l15,saef018037,018037,18037,0.10339771965684,0.001
GB-l15,saef018120,018120,18120,0.025476564202985108,0.001
GB-l15,saef018131,018131,18131,0.0630927608002397,0.001
GB-l15,saef018194,018194,18194,0.39435098207361013,0.001
GB-l15,saef018518,018518,18518,0.3173476781453086,0.001
GB-l15,saef018644,018644,18644,0.058573397795454354,0.001
GB-l15,saef018926,018926,18926,0.015914560067440426,0.006
GB-l15,saef019334,019334,19334,0.0862690257487741,0.001
GB-l15,saef019677,019677,19677,0.2479616312795668,0.001
GB-l15,saef020150,020150,20150,0.496431997720099,0.001
GB-l15,saef020786,020786,20786,0.41724073356005054,0.001
GB-l15,saef021123,021123,21123,0.04306316861071112,0.001
GB-l15,saef021180,021180,21180,0.07611898364192948,0.001
GB-l15,saef021464,021464,21464,0.5924680173201472,0.001
GB-l15,saef021517,021517,21517,0.05532794751513073,0.001
GB-l15,saef021671,021671,21671,0.04046965171017911,0.001
GB-l15,saef021931,021931,21931,0.8293289459980199,0.001
GB-l15,saef021972,021972,21972,0.14887240473461175,0.001
GB-l15,saef022581,022581,22581,0.07906443839468948,0.001
GB-l15,saef022586,022586,22586,0.0611730142850259,0.001
GB-l15,saef022598,022598,22598,0.059371701278558585,0.001
GB-l15,saef022753,022753,22753,0.3989998248754057,0.001
GB-l15,saef022868,022868,22868,0.013612846559269762,0.015
GB-l15,saef022996,022996,22996,0.026037692355441892,0.001
GB-l15,saef023478,023478,23478,0.11878472506109156,0.001
GB-l15,saef023501,023501,23501,0.04818085088295415,0.001
GB-l15,saef023828,023828,23828,0.034330622281177746,0.001
GB-l15,saef024343,024343,24343,0.033308816180877034,0.001
GB-l15,saef024477,024477,24477,0.07790688068256202,0.001
GB-l15,saef024497,024497,24497,0.2885978553939212,0.001
GB-l15,saef024575,024575,24575,0.044533876674445826,0.001
GB-l15,saef024654,024654,24654,0.12727747474528492,0.001
GB-l15,saef025063,025063,25063,0.027053311315407794,0.001
GB-l15,saef025085,025085,25085,0.48577486818734694,0.001
GB-l15,saef025732,025732,25732,0.0251079435035624,0.001
GB-l15,saef026058,026058,26058,0.10939660555756395,0.001
GB-l15,saef026190,026190,26190,0.14902714659531732,0.001
GB-l15,saef026583,026583,26583,0.05920444303328589,0.001
GB-l15,saef026617,026617,26617,0.031026229172287093,0.001
GB-l15,saef026838,026838,26838,0.21929497573812456,0.001
GB-l15,saef026864,026864,26864,0.23890957801136026,0.001
GB-l15,saef026957,026957,26957,0.06901850455236688,0.001
GB-l15,saef027050,027050,27050,0.055609118318767255,0.001
GB-l15,saef027152,027152,27152,0.22927573639949386,0.001
GB-l15,saef027191,027191,27191,0.02160612334240676,0.001
GB-l15,saef027279,027279,27279,0.28239884144600513,0.001
GB-l15,saef027566,027566,27566,0.05664132226603041,0.001
GB-l15,saef027584,027584,27584,0.016978864708754565,0.002
GB-l15,saef027866,027866,27866,0.07872632746863575,0.001
GB-l15,saef027924,027924,27924,0.018708734862772785,0.001
GB-l15,saef028021,028021,28021,0.6147107329076593,0.001
GB-l15,saef028299,028299,28299,0.015054465452254624,0.007
GB-l15,saef028479,028479,28479,0.274183483028608,0.001
GB-l15,saef028570,028570,28570,0.056194807807361226,0.001
GB-l15,saef028889,028889,28889,0.02398133159016196,0.001
GB-l15,saef028981,028981,28981,-0.00017877009274083823,0.338
GB-l15,saef029190,029190,29190,0.08618986098172568,0.001
GB-l15,saef029313,029313,29313,0.02414791625110708,0.001
GB-l15,saef029389,029389,29389,0.3269307886942104,0.001
GB-l15,saef029419,029419,29419,0.17826072341732407,0.001
GB-l15,saef030034,030034,30034,0.0027659428774324496,0.287
GB-l15,saef030057,030057,30057,0.09394179945477621,0.001
GB-l15,saef030293,030293,30293,-0.00017877005936350478,0.239
GB-l15,saef030454,030454,30454,0.102625651412132,0.001
GB-l15,saef030844,030844,30844,0.05395975474010007,0.001
GB-l15,saef031172,031172,31172,0.11072640266849962,0.001
GB-l15,saef031372,031372,31372,0.4526045530213845,0.001
GB-l15,saef031490,031490,31490,0.058876168298888955,0.001
GB-l15,saef031562,031562,31562,0.00716592041074208,0.108
GB-l15,saef031785,031785,31785,0.5551830532175118,0.001
GB-l15,saef031879,031879,31879,0.028475308912595844,0.001
GB-l15,saef031955,031955,31955,0.09473691117247947,0.001
GB-l15,saef032008,032008,32008,0.37805957117053124,0.001
GB-l15,saef032528,032528,32528,0.00942687097149723,0.07
GB-l15,saef032731,032731,32731,0.02746525482325156,0.001
IT-l15,saef000441,000441,441,0.07445220715325325,0.001
IT-l15,saef000480,000480,480,0.19050478741998383,0.001
IT-l15,saef001131,001131,1131,0.11962993527209675,0.001
IT-l15,saef001356,001356,1356,0.11919418565421247,0.001
IT-l15,saef001473,001473,1473,0.8316089120977255,0.001
IT-l15,saef001595,001595,1595,0.06979121435935144,0.001
IT-l15,saef001761,001761,1761,0.10036981052398414,0.001
IT-l15,saef002034,002034,2034,0.06957338457051328,0.001
IT-l15,saef002053,002053,2053,0.3893876472041223,0.001
IT-l15,saef002056,002056,2056,0.25318776111188,0.001
IT-l15,saef002182,002182,2182,0.07187631461861212,0.001
IT-l15,saef002257,002257,2257,0.35153779389468676,0.001
IT-l15,saef002394,002394,2394,0.44559050477872914,0.001
IT-l15,saef002510,002510,2510,0.1027158737191886,0.001
IT-l15,saef002551,002551,2551,0.25487953711738276,0.001
IT-l15,saef002568,002568,2568,0.1347004528583975,0.001
IT-l15,saef002727,002727,2727,0.41258401056137756,0.001
IT-l15,saef002735,002735,2735,0.14939371858397515,0.001
IT-l15,saef002816,002816,2816,0.08493152075101901,0.001
IT-l15,saef002869,002869,2869,0.3030510176705949,0.001
IT-l15,saef002986,002986,2986,0.3336564591825932,0.001
IT-l15,saef003071,003071,3071,0.4055188470308643,0.001
IT-l15,saef003565,003565,3565,0.14167104376450532,0.001
IT-l15,saef003898,003898,3898,0.07003636268705693,0.001
IT-l15,saef004226,004226,4226,0.018201501715629627,0.001
IT-l15,saef004370,004370,4370,0.5335006477612942,0.001
IT-l15,saef005114,005114,5114,0.286450540501361,0.001
IT-l15,saef005280,005280,5280,0.4003191270806533,0.001
IT-l15,saef005281,005281,5281,0.2708629517804843,0.001
IT-l15,saef005284,005284,5284,0.47136992102990394,0.001
IT-l15,saef005379,005379,5379,0.42643595522264843,0.001
IT-l15,saef005904,005904,5904,0.2735318420320724,0.001
IT-l15,saef006159,006159,6159,0.13318059087035675,0.001
IT-l15,saef006239,006239,6239,0.23110359067013184,0.001
IT-l15,saef006334,006334,6334,0.4367349360143655,0.001
IT-l15,saef006470,006470,6470,0.22506865919597413,0.001
IT-l15,saef006639,006639,6639,0.07669570885423124,0.001
IT-l15,saef006878,006878,6878,-0.00011297452230370099,0.372
IT-l15,saef007219,007219,7219,0.14495568210430823,0.001
IT-l15,saef007775,007775,7775,0.2367391940560097,0.001
IT-l15,saef008327,008327,8327,0.304189244219615,0.001
IT-l15,saef009129,009129,9129,0.1425145846939987,0.001
IT-l15,saef009139,009139,9139,0.35718729581758807,0.001
IT-l15,saef009155,009155,9155,0.18749830564779474,0.001
IT-l15,saef009168,009168,9168,0.12853802711905485,0.001
IT-l15,saef009628,009628,9628,0.4250812176560618,0.001
IT-l15,saef010111,010111,10111,0.13412762711332038,0.001
IT-l15,saef011031,011031,11031,0.4406466107174566,0.001
IT-l15,saef011155,011155,11155,0.16937825982392327,0.001
IT-l15,saef011408,011408,11408,0.4025491864846423,0.001
IT-l15,saef011580,011580,11580,0.0700630478937539,0.001
IT-l15,saef011829,011829,11829,0.09971656684526704,0.001
IT-l15,saef011862,011862,11862,0.07330237972503995,0.001
IT-l15,saef011972,011972,11972,0.19167654357526367,0.001
IT-l15,saef012090,012090,12090,0.27483309285992563,0.001
IT-l15,saef012172,012172,12172,0.38741452123932907,0.001
IT-l15,saef012186,012186,12186,0.4622125805792134,0.001
IT-l15,saef012669,012669,12669,0.7434665453697998,0.001
IT-l15,saef012941,012941,12941,0.17355209363455362,0.001
IT-l15,saef012994,012994,12994,0.08572151875295614,0.001
IT-l15,saef013945,013945,13945,0.15835640715886645,0.001
IT-l15,saef014143,014143,14143,0.1681914835974061,0.001
IT-l15,saef014275,014275,14275,0.48267851889288593,0.001
IT-l15,saef014344,014344,14344,0.20116907385347974,0.001
IT-l15,saef014418,014418,14418,0.07535200363842383,0.001
IT-l15,saef014965,014965,14965,0.08445710284036634,0.001
IT-l15,saef015566,015566,15566,0.07369502072410056,0.001
IT-l15,saef015686,015686,15686,0.22467986480710062,0.001
IT-l15,saef015928,015928,15928,0.053532846145460236,0.001
IT-l15,saef016579,016579,16579,0.30156929503610463,0.001
IT-l15,saef016665,016665,16665,0.09949084465754585,0.001
IT-l15,saef016695,016695,16695,0.1823251280944444,0.001
IT-l15,saef016894,016894,16894,0.5490712925412327,0.001
IT-l15,saef017201,017201,17201,0.4373115948553429,0.001
IT-l15,saef017210,017210,17210,0.37885552997393135,0.001
IT-l15,saef017550,017550,17550,0.14390576238920855,0.001
IT-l15,saef017587,017587,17587,0.13432671719860367,0.001
IT-l15,saef017835,017835,17835,0.11857567105486376,0.001
IT-l15,saef017940,017940,17940,0.029253257405727526,0.001
IT-l15,saef018037,018037,18037,0.15964748085532918,0.001
IT-l15,saef018120,018120,18120,0.06418790984912928,0.001
IT-l15,saef018131,018131,18131,0.15146465306828547,0.001
IT-l15,saef018194,018194,18194,0.5394844686358177,0.001
IT-l15,saef018518,018518,18518,0.21364112909758895,0.001
IT-l15,saef018644,018644,18644,0.24373697714763634,0.001
IT-l15,saef018926,018926,18926,0.2326627421358845,0.001
IT-l15,saef019334,019334,19334,0.17815429212110914,0.001
IT-l15,saef019677,019677,19677,0.2039908724043775,0.001
IT-l15,saef020150,020150,20150,0.6380402207352255,0.001
IT-l15,saef020786,020786,20786,0.5896776005824227,0.001
IT-l15,saef021123,021123,21123,0.05461402502034415,0.001
IT-l15,saef021180,021180,21180,0.12984765549971636,0.001
IT-l15,saef021464,021464,21464,0.2998024814111199,0.001
IT-l15,saef021517,021517,21517,0.7479704087721667,0.001
IT-l15,saef021671,021671,21671,0.1588565337126805,0.001
IT-l15,saef021931,021931,21931,0.17917196329428375,0.001
IT-l15,saef021972,021972,21972,0.09690856340714696,0.001
IT-l15,saef022581,022581,22581,0.18217706356111435,0.001
IT-l15,saef022586,022586,22586,0.12128653381716474,0.001
IT-l15,saef022598,022598,22598,0.14965050711640532,0.001
IT-l15,saef022753,022753,22753,0.5079261302248218,0.001
IT-l15,saef022868,022868,22868,0.1023843956668248,0.001
IT-l15,saef022996,022996,22996,0.03245378866470612,0.001
IT-l15,saef023478,023478,23478,0.11464832442605087,0.001
IT-l15,saef023501,023501,23501,0.07070687619376913,0.001
IT-l15,saef023828,023828,23828,0.03775233229833285,0.001
IT-l15,saef023866,023866,23866,0.8568378577497087,0.001
IT-l15,saef024343,024343,24343,0.051404979405118005,0.001
IT-l15,saef024477,024477,24477,0.5122730488499873,0.001
IT-l15,saef024497,024497,24497,0.5059380281235647,0.001
IT-l15,saef024575,024575,24575,0.029306727247776925,0.001
IT-l15,saef024654,024654,24654,0.6264020373497088,0.001
IT-l15,saef025063,025063,25063,0.14906258423630692,0.001
IT-l15,saef025085,025085,25085,0.7374739357730151,0.001
IT-l15,saef025732,025732,25732,-0.003133176089653687,0.215
IT-l15,saef026058,026058,26058,0.1874581416230341,0.001
IT-l15,saef026190,026190,26190,0.2145858889313558,0.001
IT-l15,saef026583,026583,26583,0.1572590270962361,0.001
IT-l15,saef026617,026617,26617,0.059745240921518755,0.001
IT-l15,saef026838,026838,26838,0.7367870424847607,0.001
IT-l15,saef026864,026864,26864,0.3907736774588994,0.001
IT-l15,saef026957,026957,26957,0.08803923893413901,0.001
IT-l15,saef027050,027050,27050,0.13457865786971834,0.001
IT-l15,saef027152,027152,27152,0.15243037130323686,0.001
IT-l15,saef027191,027191,27191,0.4423537064109231,0.001
IT-l15,saef027279,027279,27279,0.43494468996540736,0.001
IT-l15,saef027566,027566,27566,0.27817585092030017,0.001
IT-l15,saef027584,027584,27584,0.04685886121076529,0.001
IT-l15,saef027866,027866,27866,0.19954603072283633,0.001
IT-l15,saef027924,027924,27924,0.2177447687513339,0.001
IT-l15,saef028021,028021,28021,0.6433375210841189,0.001
IT-l15,saef028299,028299,28299,0.3604872781314328,0.001
IT-l15,saef028479,028479,28479,0.6143942074316942,0.001
IT-l15,saef028570,028570,28570,0.3750522543305235,0.001
IT-l15,saef028889,028889,28889,0.33852419127227956,0.001
IT-l15,saef028981,028981,28981,0.012468979873908534,0.017
IT-l15,saef029190,029190,29190,0.19478610167632862,0.001
IT-l15,saef029313,029313,29313,0.07859522584853205,0.001
IT-l15,saef029389,029389,29389,0.1310425370431627,0.001
IT-l15,saef029419,029419,29419,0.21011851876227106,0.001
IT-l15,saef030034,030034,30034,0.07434375898387158,0.001
IT-l15,saef030057,030057,30057,0.31034888882342904,0.001
IT-l15,saef030293,030293,30293,0.7849168599996837,0.001
IT-l15,saef030454,030454,30454,0.19380391302468428,0.001
IT-l15,saef030844,030844,30844,0.24970443510637108,0.001
IT-l15,saef031172,031172,31172,0.333206956358956,0.001
IT-l15,saef031372,031372,31372,0.7353259441883034,0.001
IT-l15,saef031490,031490,31490,0.1637929472238259,0.001
IT-l15,saef031562,031562,31562,0.3006607108188525,0.001
IT-l15,saef031785,031785,31785,0.22216082309370114,0.001
IT-l15,saef031879,031879,31879,0.15142906021157293,0.001
IT-l15,saef031955,031955,31955,0.044255315085758674,0.001
IT-l15,saef032008,032008,32008,0.45728207919371366,0.001
IT-l15,saef032528,032528,32528,0.29823193215483534,0.001
IT-l15,saef032731,032731,32731,0.24492192344930322,0.001
NYmetro-l15,saef000441,000441,441,0.0318984538927794,0.001
NYmetro-l15,saef000480,000480,480,0.7333180147769064,0.001
NYmetro-l15,saef001131,001131,1131,0.06295222635267657,0.001
NYmetro-l15,saef001356,001356,1356,0.05245907427936264,0.001
NYmetro-l15,saef001473,001473,1473,0.4137428569327422,0.001
NYmetro-l15,saef001595,001595,1595,0.02414073865878078,0.001
NYmetro-l15,saef001761,001761,1761,0.094161706731224,0.001
NYmetro-l15,saef002034,002034,2034,0.062275128105250134,0.001
NYmetro-l15,saef002053,002053,2053,0.04771248127364935,0.001
NYmetro-l15,saef002056,002056,2056,0.02780948610622818,0.001
NYmetro-l15,saef002182,002182,2182,0.0691536462513871,0.001
NYmetro-l15,saef002257,002257,2257,0.09803920690620863,0.001
NYmetro-l15,saef002394,002394,2394,0.2939451264098639,0.001
NYmetro-l15,saef002510,002510,2510,0.009491313862049976,0.12
NYmetro-l15,saef002551,002551,2551,0.04665780586533828,0.001
NYmetro-l15,saef002568,002568,2568,0.07670183154370677,0.001
NYmetro-l15,saef002727,002727,2727,0.24871807625816142,0.001
NYmetro-l15,saef002735,002735,2735,0.013520736762493744,0.028
NYmetro-l15,saef002816,002816,2816,0.05062272325830549,0.001
NYmetro-l15,saef002869,002869,2869,0.03163482792457267,0.001
NYmetro-l15,saef002986,002986,2986,0.061369910163094225,0.001
NYmetro-l15,saef003071,003071,3071,0.027011994963137977,0.001
NYmetro-l15,saef003565,003565,3565,0.07746605742001386,0.001
NYmetro-l15,saef003898,003898,3898,0.03125888830161436,0.001
NYmetro-l15,saef004226,004226,4226,0.05003882187951357,0.001
NYmetro-l15,saef004370,004370,4370,0.03610673406020465,0.001
NYmetro-l15,saef005114,005114,5114,0.3227962099154383,0.001
NYmetro-l15,saef005280,005280,5280,0.014704651493420597,0.026
NYmetro-l15,saef005281,005281,5281,0.18919972274526262,0.001
NYmetro-l15,saef005284,005284,5284,0.04548825084008448,0.001
NYmetro-l15,saef005379,005379,5379,0.5042044552400902,0.001
NYmetro-l15,saef005904,005904,5904,0.056581411818810975,0.001
NYmetro-l15,saef006159,006159,6159,0.07725497635747998,0.001
NYmetro-l15,saef006239,006239,6239,0.5091790544524413,0.001
NYmetro-l15,saef006334,006334,6334,0.23762256742411303,0.001
NYmetro-l15,saef006470,006470,6470,0.8680685983405861,0.001
NYmetro-l15,saef006639,006639,6639,0.17739799404486092,0.001
NYmetro-l15,saef007219,007219,7219,0.046806952369236536,0.001
NYmetro-l15,saef007775,007775,7775,0.018339672262585854,0.007
NYmetro-l15,saef008327,008327,8327,0.022332768776755524,0.001
NYmetro-l15,saef009129,009129,9129,0.045500083153289746,0.001
NYmetro-l15,saef009139,009139,9139,0.050640525044757544,0.001
NYmetro-l15,saef009155,009155,9155,0.23936907874195518,0.001
NYmetro-l15,saef009168,009168,9168,0.04322882227940845,0.001
NYmetro-l15,saef009628,009628,9628,0.22863553133753367,0.001
NYmetro-l15,saef010111,010111,10111,0.05955138229950505,0.001
NYmetro-l15,saef011031,011031,11031,0.04897812780191878,0.001
NYmetro-l15,saef011155,011155,11155,0.03130892075186616,0.001
NYmetro-l15,saef011408,011408,11408,0.0343492832953588,0.001
NYmetro-l15,saef011580,011580,11580,0.05238861323852792,0.001
NYmetro-l15,saef011829,011829,11829,0.08525134952406689,0.001
NYmetro-l15,saef011862,011862,11862,0.06035145513496009,0.001
NYmetro-l15,saef011972,011972,11972,0.34710874378823303,0.001
NYmetro-l15,saef012090,012090,12090,0.017318437826508996,0.018
NYmetro-l15,saef012172,012172,12172,0.04127128703772081,0.001
NYmetro-l15,saef012186,012186,12186,0.01708890022731788,0.016
NYmetro-l15,saef012669,012669,12669,0.2964786786527327,0.001
NYmetro-l15,saef012941,012941,12941,0.08329493492694073,0.001
NYmetro-l15,saef012994,012994,12994,0.08966028025083098,0.001
NYmetro-l15,saef013945,013945,13945,0.06864208770684767,0.001
NYmetro-l15,saef014143,014143,14143,0.11960308319598544,0.001
NYmetro-l15,saef014275,014275,14275,0.32826312561887816,0.001
NYmetro-l15,saef014344,014344,14344,0.040326301977319595,0.001
NYmetro-l15,saef014418,014418,14418,0.0630419120345179,0.001
NYmetro-l15,saef014965,014965,14965,0.05538985485783629,0.001
NYmetro-l15,saef015566,015566,15566,0.11539530321556912,0.001
NYmetro-l15,saef015686,015686,15686,0.40936841082972536,0.001
NYmetro-l15,saef015928,015928,15928,0.015214565542768444,0.023
NYmetro-l15,saef016579,016579,16579,0.19950199439424424,0.001
NYmetro-l15,saef016665,016665,16665,0.056510761410202136,0.001
NYmetro-l15,saef016695,016695,16695,0.06800507090536359,0.001
NYmetro-l15,saef016894,016894,16894,0.06343260438670016,0.001
NYmetro-l15,saef017201,017201,17201,0.04348794945802052,0.001
NYmetro-l15,saef017210,017210,17210,0.07819333897046107,0.001
NYmetro-l15,saef017550,017550,17550,0.0663362358078341,0.001
NYmetro-l15,saef017587,017587,17587,0.34013674638035873,0.001
NYmetro-l15,saef017835,017835,17835,0.6677743072155022,0.001
NYmetro-l15,saef017940,017940,17940,0.005944477412917377,0.211
NYmetro-l15,saef018037,018037,18037,0.07788669097420085,0.001
NYmetro-l15,saef018120,018120,18120,0.0816875644597167,0.001
NYmetro-l15,saef018131,018131,18131,0.05205033645493729,0.001
NYmetro-l15,saef018194,018194,18194,0.20004360531601295,0.001
NYmetro-l15,saef018518,018518,18518,0.4771212915682986,0.001
NYmetro-l15,saef018644,018644,18644,0.03962212339331174,0.001
NYmetro-l15,saef018926,018926,18926,0.0461582176649302,0.001
NYmetro-l15,saef019334,019334,19334,0.04203111536106876,0.001
NYmetro-l15,saef019677,019677,19677,0.4076211125574472,0.001
NYmetro-l15,saef020150,020150,20150,0.13252027917533327,0.001
NYmetro-l15,saef020786,020786,20786,0.32338465417310136,0.001
NYmetro-l15,saef021123,021123,21123,0.03551314594161682,0.001
NYmetro-l15,saef021180,021180,21180,0.12805723900058477,0.001
NYmetro-l15,saef021464,021464,21464,0.30227996366776433,0.001
NYmetro-l15,saef021517,021517,21517,0.07105131937856064,0.001
NYmetro-l15,saef021671,021671,21671,0.028025004877353744,0.001
NYmetro-l15,saef021931,021931,21931,0.1878292577298863,0.001
NYmetro-l15,saef021972,021972,21972,0.09014649656621983,0.001
NYmetro-l15,saef022581,022581,22581,0.061334983188612996,0.001
NYmetro-l15,saef022586,022586,22586,0.059527215167912546,0.001
NYmetro-l15,saef022598,022598,22598,0.058563791767372295,0.001
NYmetro-l15,saef022753,022753,22753,0.2236542052910084,0.001
NYmetro-l15,saef022868,022868,22868,0.007010951181440118,0.165
NYmetro-l15,saef022996,022996,22996,0.037882377193099025,0.001
NYmetro-l15,saef023478,023478,23478,0.07144724036302243,0.001
NYmetro-l15,saef023501,023501,23501,0.061271378350021014,0.001
NYmetro-l15,saef023828,023828,23828,0.03349410231343577,0.001
NYmetro-l15,saef023866,023866,23866,-0.001027444180389917,0.308
NYmetro-l15,saef024343,024343,24343,0.051294846740834454,0.001
NYmetro-l15,saef024477,024477,24477,0.04634840283863571,0.001
NYmetro-l15,saef024497,024497,24497,0.17596985749566346,0.001
NYmetro-l15,saef024575,024575,24575,0.013613951318705199,0.044
NYmetro-l15,saef024654,024654,24654,0.07483138074316559,0.001
NYmetro-l15,saef025063,025063,25063,0.07125699154177989,0.001
NYmetro-l15,saef025085,025085,25085,0.1304812800488896,0.001
NYmetro-l15,saef025732,025732,25732,0.05237100509255715,0.001
NYmetro-l15,saef026058,026058,26058,0.07750585481551286,0.001
NYmetro-l15,saef026190,026190,26190,0.15934514186054388,0.001
NYmetro-l15,saef026583,026583,26583,0.04897381365329662,0.001
NYmetro-l15,saef026617,026617,26617,0.023759516569937408,0.001
NYmetro-l15,saef026838,026838,26838,0.07752380733479296,0.001
NYmetro-l15,saef026864,026864,26864,0.15125652439441625,0.001
NYmetro-l15,saef026957,026957,26957,0.03693013395436373,0.001
NYmetro-l15,saef027050,027050,27050,0.057041077715395135,0.001
NYmetro-l15,saef027152,027152,27152,0.4526816272824375,0.001
NYmetro-l15,saef027191,027191,27191,0.04033268758420789,0.001
NYmetro-l15,saef027279,027279,27279,0.12343851466651287,0.001
NYmetro-l15,saef027566,027566,27566,0.029429790526084722,0.001
NYmetro-l15,saef027584,027584,27584,0.050890674576199245,0.001
NYmetro-l15,saef027866,027866,27866,0.05937571815525633,0.001
NYmetro-l15,saef027924,027924,27924,0.05337950932034478,0.001
NYmetro-l15,saef028021,028021,28021,0.3972294689529617,0.001
NYmetro-l15,saef028299,028299,28299,0.08312864084340597,0.001
NYmetro-l15,saef028479,028479,28479,0.2323904949683568,0.001
NYmetro-l15,saef028570,028570,28570,0.04813541648738059,0.001
NYmetro-l15,saef028889,028889,28889,0.030735065194664384,0.001
NYmetro-l15,saef028981,028981,28981,-0.0018874030815540354,0.418
NYmetro-l15,saef029190,029190,29190,0.10118030814543717,0.001
NYmetro-l15,saef029313,029313,29313,0.028377476444700095,0.001
NYmetro-l15,saef029389,029389,29389,0.09444376675281808,0.001
NYmetro-l15,saef029419,029419,29419,0.05344245634264372,0.001
NYmetro-l15,saef030034,030034,30034,0.026468954101915364,0.001
NYmetro-l15,saef030057,030057,30057,0.15626829750562599,0.001
NYmetro-l15,saef030454,030454,30454,0.1268537084485209,0.001
